STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00435416,"MOUNT MANSFIELD, VT US",7/30/05,0.13,0,0,64,50,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",7/31/05,0,0,0,62,49,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/1/05,0,0,0,64,54,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/2/05,0.05,0,0,69,56,68,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/3/05,0,0,0,69,56,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/4/05,0,0,0,74,56,74,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/5/05,0.43,0,0,74,60,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/6/05,0,0,0,65,52,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/7/05,0,0,0,69,52,68,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/8/05,0,0,0,74,57,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/9/05,0,0,0,72,59,71,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/10/05,0,0,0,76,59,69,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/11/05,0.04,0,0,71,48,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/12/05,0,0,0,69,57,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/13/05,0.05,0,0,70,58,69,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/14/05,0.44,0,0,70,54,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/15/05,0.1,0,0,65,52,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/16/05,0,0,0,66,55,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/17/05,0.01,0,0,65,51,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/18/05,0,0,0,57,40,49,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/19/05,0,0,0,64,48,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/20/05,0.06,0,0,61,51,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/21/05,0.86,0,0,63,57,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/22/05,0.04,0,0,64,49,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/23/05,0.04,0,0,55,46,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/24/05,0.11,0,0,51,46,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/25/05,0.01,0,0,,,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/26/05,0,0,0,64,52,63,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/27/05,0,0,0,70,55,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/28/05,0.36,0,0,67,54,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/29/05,0,0,0,65,57,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/30/05,0.2,0,0,64,58,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",8/31/05,2.16,0,0,65,58,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/1/05,1.28,0,0,66,53,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/2/05,0,0,0,63,51,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/3/05,0.05,0,0,64,47,55,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/4/05,0,0,0,57,46,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/5/05,0,0,0,59,44,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/6/05,0,0,0,64,50,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/7/05,0,0,0,66,55,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/8/05,0,0,0,64,54,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/9/05,0.31,0,0,64,45,53,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/10/05,0,0,0,53,37,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/11/05,0.02,0,0,56,41,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/12/05,0,0,0,68,50,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/13/05,0,0,0,73,60,70,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/14/05,0,0,0,73,60,70,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/15/05,0.16,0,0,70,55,59,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/16/05,0.01,0,0,62,54,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/17/05,0.92,0,0,62,55,58,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/18/05,0.91,0,0,58,47,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/19/05,0,0,0,59,46,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/20/05,0.18,0,0,60,52,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/21/05,0.18,0,0,61,51,60,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/22/05,0,0,0,64,51,62,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/23/05,0.45,0,0,62,44,46,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/24/05,0,0,0,52,36,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/25/05,0.01,0,0,52,41,50,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/26/05,1.1,0,0,56,50,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/27/05,1.4,0,0,57,37,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/28/05,0,0,0,57,41,54,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/29/05,0.49,0,0,54,37,37,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",9/30/05,0.03,0,0,39,27,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/1/05,0,0,0,57,36,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/2/05,0,0,0,65,48,64,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/3/05,0,0,0,66,54,65,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/4/05,0,0,0,68,54,67,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/5/05,0,0,0,69,54,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/6/05,0,0,0,68,54,66,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/7/05,0,0,0,68,54,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/8/05,1.79,0,0,58,40,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/9/05,0.19,0,0,49,39,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/10/05,0.05,0,0,50,41,48,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/11/05,0.04,0,0,49,44,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/12/05,0,0,0,46,33,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/13/05,0.08,0,0,43,34,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/14/05,0.01,0,0,47,40,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/15/05,1.86,0,0,48,41,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/16/05,1.77,0,0,42,34,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/17/05,1.48,0,0,36,31,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/18/05,0.42,0,0,39,31,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/19/05,1.27,0,0,40,33,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/20/05,0.26,0.3,0,41,24,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/21/05,0,0,0,30,22,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/22/05,0,0,0,37,22,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/23/05,0.98,5.5,5,30,27,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/24/05,0.1,0,3,31,29,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/25/05,1.1,10,11,31,25,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/26/05,1.69,13,21,26,21,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/27/05,0.58,3,20,27,21,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/28/05,0,0,18,23,19,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/29/05,0,0,18,30,20,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/30/05,0,0,14,40,24,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",10/31/05,0,0,11,45,35,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/1/05,0,0,9,52,38,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/2/05,0.31,0,6,47,24,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/3/05,0,0,4,45,22,43,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/4/05,0,0,3,43,31,42,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/5/05,0,0,0,52,41,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/6/05,0,0,0,48,40,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/7/05,0.46,0,0,44,30,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/8/05,0.06,0,0,32,26,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/9/05,0.14,0,0,26,16,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/10/05,0,0,0,37,16,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/11/05,0.51,3,4,19,12,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/12/05,0,0,4,31,14,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/13/05,0,0,3,49,25,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/14/05,0,0,0,46,26,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/15/05,0.34,0,0,34,23,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/16/05,1.12,0,0,51,29,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/17/05,0.53,2,2,35,18,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/18/05,0.17,1.5,3,19,6,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/19/05,0.05,0.5,4,23,8,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/20/05,0,0,4,28,18,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/21/05,0,0,2,36,27,33,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/22/05,0.97,5,5,33,18,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/23/05,0.65,6,15,18,3,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/24/05,0.11,1,15,19,3,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/25/05,0.25,3,17,18,-2,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/26/05,0.07,2.5,18,14,9,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/27/05,0,0,18,28,11,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/28/05,0.3,0,12,42,25,41,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/29/05,0.01,0,9,45,38,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",11/30/05,0,0,3,45,28,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/1/05,0.06,0.3,2,29,20,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/2/05,0.55,4,12,26,19,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/3/05,0.24,2.5,14,19,4,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/4/05,0.13,1.5,18,16,7,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/5/05,0.05,0.5,18,15,11,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/6/05,0.04,1,18,15,10,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/7/05,0.14,1.5,23,10,-3,-3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/8/05,0.06,1.5,21,8,-4,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/9/05,0.37,4,23,16,3,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/10/05,0,0,23,18,8,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/11/05,0,0,23,27,12,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/12/05,0.26,1.5,24,23,4,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/13/05,0,0,23,6,-7,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/14/05,0,0,23,20,-7,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/15/05,0,0,23,17,2,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/16/05,0.61,6,28,20,8,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/17/05,0.19,1.5,29,21,14,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/18/05,0.25,0.2,29,16,13,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/19/05,0.2,1.5,31,14,6,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/20/05,0.19,3,36,12,7,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/21/05,0.15,4.5,40,12,-7,5,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/22/05,0.19,3.5,40,9,-3,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/23/05,0.05,0.5,37,22,-3,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/24/05,0.38,3,40,26,22,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/25/05,0.02,0,34,31,22,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/26/05,0.62,0,31,31,27,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/27/05,0.24,1.5,36,31,6,14,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/28/05,0,0,34,27,12,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/29/05,0.03,0,32,37,26,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/30/05,0.77,0.5,33,36,4,6,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",12/31/05,0,0,33,26,3,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/1/06,0,0,33,23,10,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/2/06,0,0,30,25,16,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/3/06,0,0,30,24,17,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/4/06,0,0,30,29,19,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/5/06,0.45,3.5,33,24,14,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/6/06,0.15,1.5,37,24,7,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/7/06,0,0,37,8,-3,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/8/06,0.16,2,38,19,5,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/9/06,0.19,2,38,28,15,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/10/06,0.09,0.3,37,27,14,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/11/06,0.03,0,36,35,18,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/12/06,0.52,0,35,36,27,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/13/06,0,0,35,41,27,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/14/06,0.45,0,33,44,27,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/15/06,0.54,6,41,29,-15,-13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/16/06,0.03,0,41,0,-17,0,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/17/06,0,0,40,23,-2,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/18/06,1.52,0,40,40,15,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/19/06,0.21,0.5,40,26,12,17,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/20/06,0,0,40,32,16,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/21/06,0,0,40,42,15,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/22/06,0.22,3,43,15,-1,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/23/06,0.23,3,43,25,9,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/24/06,0,0,43,22,15,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/25/06,0.47,4.5,46,21,16,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/26/06,0.5,6,51,19,4,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/27/06,0.02,0,51,19,0,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/28/06,0,0,51,31,18,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/29/06,0,0,47,33,20,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/30/06,0.27,1,48,34,23,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",1/31/06,0.27,1.5,49,32,22,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/1/06,0.19,1.5,50,27,15,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/2/06,0,0,50,27,15,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/3/06,0.32,1.5,52,33,23,33,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/4/06,0,0,52,33,23,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/5/06,0.69,0,48,35,24,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/6/06,0.2,2,50,24,11,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/7/06,0.35,5,55,12,0,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/8/06,0.19,3.5,55,3,-2,1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/9/06,0,0,55,10,-3,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/10/06,0.18,1.5,56,9,-11,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/11/06,0,0,56,24,-7,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/12/06,0,0,53,12,0,4,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/13/06,0.03,0.3,53,10,4,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/14/06,0.25,3,57,16,8,16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/15/06,0.06,0.3,57,30,16,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/16/06,0,0,55,32,21,32,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/17/06,0.26,0,54,41,2,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/18/06,0.05,0.5,54,2,-16,-16,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/19/06,0.05,0,53,2,-17,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/20/06,0.01,2,55,8,0,8,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/21/06,0.13,2.5,59,13,5,12,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/22/06,0.1,2,59,20,7,19,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/23/06,0.04,0.5,59,22,14,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/24/06,0.68,10,68,22,3,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/25/06,0.13,1,69,4,-5,2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/26/06,0.26,2.5,70,3,-11,-7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/27/06,0.3,2,65,-1,-17,-1,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",2/28/06,0,0,65,-1,-11,-2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/1/06,0.2,1.5,66,3,-13,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/2/06,0,0,64,13,3,11,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/3/06,0.3,3.5,67,12,-9,-2,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/4/06,0.85,12,79,7,-2,7,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/5/06,0,0,74,14,7,13,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/6/06,0,0,71,23,6,21,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/7/06,0,0,70,21,7,18,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/8/06,0,0,70,25,7,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/9/06,0.13,0.5,68,25,16,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/10/06,0.14,0,66,41,23,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/11/06,0,0,66,39,21,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/12/06,0.29,0,62,44,27,39,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/13/06,0.38,0,60,40,30,33,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/14/06,0.38,0,57,49,20,20,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/15/06,0.17,3,60,21,7,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/16/06,0.55,14,74,10,4,10,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/17/06,0.15,4,76,10,2,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/18/06,0.11,1.5,77,5,-3,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/19/06,0.23,3.5,74,11,1,9,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/20/06,0.37,8,77,9,-1,3,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/21/06,0.1,1,73,19,2,15,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/22/06,0.01,0.1,72,19,12,17,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/23/06,0,0,70,27,14,27,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/24/06,0.03,0.2,70,31,25,31,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/25/06,0,0,70,31,24,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/26/06,0,0,68,30,21,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/27/06,0,0,66,27,14,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/28/06,0,0,66,35,20,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/29/06,0,0,65,41,28,40,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/30/06,0,0,64,45,29,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",3/31/06,0,0,63,56,37,56,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/1/06,0.77,0,61,57,34,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/2/06,0.23,0,56,34,18,26,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/3/06,0,0,54,37,24,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/4/06,1.25,7,62,36,22,23,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/5/06,0.4,2,63,24,16,22,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/6/06,0.06,0.5,63,25,18,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/7/06,0.12,1,65,31,24,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/8/06,0.39,3,67,31,9,24,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/9/06,0,0,66,30,14,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/10/06,0,0,65,35,21,33,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/11/06,0,0,62,46,29,46,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/12/06,0,0,60,56,38,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/13/06,0,0,58,52,35,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/14/06,0,0,56,52,30,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/15/06,0.46,0,55,53,38,38,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/16/06,0.13,0,53,38,24,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/17/06,0.02,0,52,29,25,29,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/18/06,0,0,51,45,29,44,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/19/06,0.04,0,50,51,33,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/20/06,0,0,48,53,42,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/21/06,0,0,48,53,33,52,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/22/06,0,0,47,52,29,30,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/23/06,0.2,0,46,30,25,28,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/24/06,0.08,0,45,40,27,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/25/06,0.59,0,45,36,25,25,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/26/06,0,0,45,37,16,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/27/06,0.05,0,45,38,19,34,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/28/06,0,0,45,35,20,35,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/29/06,0,0,44,49,27,47,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",4/30/06,0,0,44,58,36,57,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/1/06,0,0,44,58,43,51,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/2/06,0.17,0,40,51,32,36,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/3/06,0.41,0,38,46,36,45,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/4/06,0,0,35,62,45,61,,,,,,
USC00435416,"MOUNT MANSFIELD, VT US",5/5/06,0.06,0,32,63,38,54,,,,,,
