"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-11","0.00","0.0","89.0","27","16","27"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-12","0.00","0.0","87.0","35","18","34"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-13","0.30","1.5","88.0","34","24","29"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-14","0.84","0.0","84.0","44","28","34"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-15","0.00","0.0","84.0","35","22","29"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-16","0.00","0.0","83.0","38","19","36"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-17","0.19","0.0","82.0","51","34","43"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-18","0.23","0.0","78.0","44","34","42"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-19","0.22","0.0","73.0","61","37","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-20","0.20","0.0","70.0","60","22","30"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-21","0.00","0.0","68.0","44","25","44"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-22","0.19","0.0","65.0","52","40","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-23","0.00","0.0","63.0","50","28","43"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-24","0.27","0.0","63.0","43","27","30"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-25","0.00","0.0","63.0","37","15","35"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-26","0.54","0.0","62.0","41","27","39"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-27","0.10","0.0","61.0","40","31","38"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-28","0.35","2.0","61.0","40","20","26"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-29","0.00","0.0","59.0","61","24","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-04-30","0.00","0.0","54.0","66","50","65"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-01","0.00","0.0","48.0","67","51","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-02","0.08","0.0","40.0","64","53","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-03","0.59","0.0","36.0","57","34","36"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-04","1.27","8.5","42.0","37","20","25"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-05","0.21","2.0","39.0","34","24","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-06","0.02","0.0","37.0","52","33","51"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-07","0.04","0.0","33.0","52","32","37"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-08","0.00","0.0","33.0","38","23","36"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-09","0.00","0.0","32.0","53","33","50"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-10","0.05","0.0","32.0","53","33","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-11","0.22","0.0","24.0","58","47","56"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-12","0.00","0.0","21.0","68","49","66"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-13","0.00","0.0","16.0","69","55","66"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-14","0.00","0.0","10.0","74","54","73"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-15","0.60","0.0","7.0","74","56","56"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-16","0.35","0.0","5.0","56","40","49"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-17","0.00","0.0","3.0","62","40","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-18","0.12","0.0","3.0","62","52","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-19","0.42","0.0","0.0","60","35","52"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-20","0.00","0.0","0.0","62","41","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-21","0.42","0.0","0.0","59","43","46"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-22","0.02","0.0","0.0","59","38","51"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-23","0.76","0.0","0.0","52","43","47"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-24","1.30","0.0","0.0","53","43","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-25","0.68","0.0","0.0","55","37","45"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-26","0.20","0.0","0.0","51","37","50"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-27","0.05","0.0","0.0","58","42","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-28","0.48","0.0","0.0","59","44","44"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-29","0.00","0.0","0.0","44","24","37"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-30","0.00","0.0","0.0","47","29","46"
"USC00435416","MOUNT MANSFIELD, VT US","2004-05-31","0.00","0.0","0.0","59","35","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-01","0.58","0.0","0.0","59","34","39"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-02","1.03","0.0","0.0","45","37","41"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-03","0.17","0.0","0.0","47","36","37"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-04","0.25","0.0","0.0","52","35","51"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-05","0.00","0.0","0.0","63","42","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-06","0.00","0.0","0.0","62","42","49"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-07","0.05","0.0","0.0","60","41","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-08","0.00","0.0","0.0","71","41","71"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-09","0.42","0.0","0.0","71","57","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-10","0.77","0.0","0.0","61","40","46"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-11","0.00","0.0","0.0","47","37","43"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-12","0.00","0.0","0.0","53","37","51"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-13","0.00","0.0","0.0","66","43","62"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-14","0.02","0.0","0.0","65","49","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-15","0.66","0.0","0.0","65","49","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-16","0.00","0.0","0.0","63","48","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-17","0.00","0.0","0.0","69","55","65"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-18","0.00","0.0","0.0","71","55","66"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-19","0.83","0.0","0.0","67","47","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-20","0.00","0.0","0.0","54","38","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-21","0.00","0.0","0.0","59","42","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-22","0.28","0.0","0.0","59","42","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-23","0.60","0.0","0.0","60","45","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-24","0.00","0.0","0.0","69","46","67"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-25","0.46","0.0","0.0","67","36","43"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-26","0.00","0.0","0.0","54","42","52"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-27","0.14","0.0","0.0","54","38","50"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-28","0.00","0.0","0.0","55","42","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-29","0.25","0.0","0.0","57","44","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-06-30","0.22","0.0","0.0","59","44","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-01","0.07","0.0","0.0","68","49","56"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-02","0.72","0.0","0.0","57","49","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-03","0.00","0.0","0.0","63","47","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-04","0.00","0.0","0.0","72","50","70"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-05","0.02","0.0","0.0","70","59","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-06","1.48","0.0","0.0","62","48","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-07","0.00","0.0","0.0","67","48","66"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-08","0.96","0.0","0.0","67","55","62"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-09","0.97","0.0","0.0","62","49","52"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-10","0.01","0.0","0.0","59","51","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-11","0.07","0.0","0.0","64","49","59"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-12","0.00","0.0","0.0","69","53","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-13","0.47","0.0","0.0","64","52","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-14","0.05","0.0","0.0","56","51","56"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-15","1.02","0.0","0.0","51","52","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-16","0.45","0.0","0.0","61","52","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-17","1.30","0.0","0.0","63","53","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-18","0.00","0.0","0.0","72","55","67"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-19","1.07","0.0","0.0","67","52","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-20","1.19","0.0","0.0","65","53","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-21","0.03","0.0","0.0","67","53","67"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-22","0.00","0.0","0.0","74","60","72"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-23","1.60","0.0","0.0","72","58","62"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-24","0.46","0.0","0.0","62","43","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-25","0.00","0.0","0.0","57","47","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-26","0.00","0.0","0.0","61","47","59"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-27","0.09","0.0","0.0","58","51","51"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-28","0.06","0.0","0.0","59","46","56"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-29","0.06","0.0","0.0","64","53","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-30","0.00","0.0","0.0","69","57","67"
"USC00435416","MOUNT MANSFIELD, VT US","2004-07-31","0.40","0.0","0.0","68","61","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-01","0.42","0.0","0.0","69","58","66"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-02","0.00","0.0","0.0","67","53","66"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-03","1.06","0.0","0.0","67","52","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-04","0.54","0.0","0.0","64","51","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-05","0.00","0.0","0.0","58","45","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-06","0.11","0.0","0.0","51","40","45"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-07","0.21","0.0","0.0","48","40","46"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-08","0.07","0.0","0.0","51","43","47"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-09","0.31","0.0","0.0","63","44","62"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-10","0.00","0.0","0.0","67","53","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-11","0.37","0.0","0.0","66","55","65"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-12","0.90","0.0","0.0","66","53","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-13","1.08","0.0","0.0","60","55","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-14","0.50","0.0","0.0","61","47","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-15","0.00","0.0","0.0","62","49","52"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-16","0.32","0.0","0.0","59","53","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-17","0.00","0.0","0.0","62","50","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-18","0.05","0.0","0.0","65","51","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-19","0.00","0.0","0.0","64","56","56"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-20","0.65","0.0","0.0","64","58","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-21","0.88","0.0","0.0","58","47","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-22","0.00","0.0","0.0","59","40","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-23","0.00","0.0","0.0","58","48","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-24","0.50","0.0","0.0","59","40","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-25","0.00","0.0","0.0","66","45","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-26","0.00","0.0","0.0","68","53","67"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-27","0.00","0.0","0.0","67","55","65"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-28","0.03","0.0","0.0","69","60","67"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-29","1.07","0.0","0.0","73","61","70"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-30","2.30","0.0","0.0","70","57","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-08-31","1.02","0.0","0.0","63","50","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-01","0.00","0.0","0.0","56","47","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-02","0.00","0.0","0.0","54","38","52"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-03","0.00","0.0","0.0","64","46","63"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-04","0.00","0.0","0.0","64","52","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-05","0.00","0.0","0.0","55","44","49"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-06","0.00","0.0","0.0","60","48","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-07","0.00","0.0","0.0","64","50","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-08","0.67","0.0","0.0","61","50","50"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-09","1.61","0.0","0.0","58","48","57"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-10","2.11","0.0","0.0","63","44","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-11","0.00","0.0","0.0","60","48","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-12","0.00","0.0","0.0","62","49","62"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-13","0.00","0.0","0.0","62","43","50"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-14","0.00","0.0","0.0","62","41","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-15","0.00","0.0","0.0","63","50","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-16","0.00","0.0","0.0","64","50","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-17","0.02","0.0","0.0","59","50","50"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-18","0.28","0.0","0.0","51","40","41"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-19","0.02","0.0","0.0","41","31","39"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-20","0.00","0.0","0.0","49","36","45"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-21","0.00","0.0","0.0","57","42","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-22","0.00","0.0","0.0","59","47","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-23","0.00","0.0","0.0","61","46","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-24","0.00","0.0","0.0","69","53","64"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-25","0.00","0.0","0.0","64","54","58"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-26","0.24","0.0","0.0","58","41","52"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-27","0.00","0.0","0.0","60","47","60"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-28","0.00","0.0","0.0","61","50","51"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-29","0.00","0.0","0.0","54","38","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-09-30","0.00","0.0","0.0","53","39","49"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-01","0.00","0.0","0.0","55","40","54"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-02","0.00","0.0","0.0","55","45","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-03","0.16","0.0","0.0","50","32","47"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-04","0.00","0.0","0.0","55","40","46"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-05","0.16",,"0.0","49","20","27"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-06","0.00","0.0","0.0","44","26","43"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-07","0.00","0.0","0.0","56","40","55"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-08","0.00","0.0","0.0","64","50","61"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-09","0.00","0.0","0.0","61","49","53"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-10","0.16","0.0","0.0","53","34","34"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-11","0.36","0.0","0.0","35","31","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-12","0.21","0.0","0.0","34","30","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-13","0.00","0.0","0.0","51","33","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-14","0.00","0.0","0.0","55","42","49"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-15","0.36","0.0","0.0","49","37","43"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-16","1.03","0.0","0.0","45","36","37"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-17","0.07","0.5","0.0","37","29","29"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-18","0.08","0.5","0.0","30","26","29"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-19","0.00","0.0","0.0","33","24","32"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-20","0.00","0.0","0.0","40","28","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-21","0.00","0.0","0.0","34","29","32"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-22","0.00","0.0","0.0","37","27","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-23","0.00","0.0","0.0","42","26","39"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-24","0.00","0.0","0.0","40","26","38"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-25","0.00","0.0","0.0","39","27","38"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-26","0.00","0.0","0.0","40","28","37"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-27","0.00","0.0","0.0","38","32","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-28","0.00","0.0","0.0","27","36","32"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-29","0.00","0.0","0.0","43","27","41"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-30","0.00","0.0","0.0","49","34","48"
"USC00435416","MOUNT MANSFIELD, VT US","2004-10-31","0.50","0.0","0.0","52","38","38"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-01","0.47","1.0","1.0","38","26","27"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-02","0.30","0.2","1.0","36","27","36"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-03","0.82","0.5","1.0","39","20","21"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-04","0.00","0.0","1.0","32","18","27"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-05","0.48","7.0","3.0","34","23","23"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-06","0.51","3.0","5.0","32","20","32"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-07","0.02","0.0","5.0","40","25","40"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-08","0.15","1.5","5.0","40","16","16"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-09","0.23","6.0","9.0","16","10","10"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-10","0.00","0.0","8.0","21","4","21"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-11","0.08","0.5","6.0","35","19","19"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-12","0.00","0.0","6.0","24","12","19"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-13","0.00","0.0","6.0","21","9","9"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-14","0.00","0.0","6.0","27","6","26"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-15","0.00","0.0","5.0","35","23","30"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-16","0.00","0.0","5.0","33","25","30"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-17","0.00","0.0","5.0","35","28","33"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-18","0.00","0.0","5.0","38","31","36"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-19","0.24","0.0","3.0","38","27","28"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-20","0.00","0.0","2.0","42","24","31"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-21","0.50","0.0","2.0","37","27","35"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-22","0.00","0.0","2.0","35","25","26"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-23","0.00","0.0","2.0","33","21","23"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-24","0.09","0.0","2.0","37","31","34"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-25","2.18","1.0","2.0","49","21","21"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-26","0.24","2.0","4.0","21","4","12"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-27","0.00","0.0","4.0","24","11","22"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-28","0.70","0.0","3.0","34","22","34"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-29","0.47","0.5","3.0","36","16","18"
"USC00435416","MOUNT MANSFIELD, VT US","2004-11-30","0.00","0.0","3.0","27","17","23"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-01","1.14","2.0","7.0","34","23","31"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-02","0.52","3.0","9.0","31","13","13"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-03","0.15","1.0","10.0","20","12","19"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-04","0.10","0.3","11.0","19","5","16"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-05","0.15","0.5","11.0","24","2","2"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-06","0.02","0.0","12.0","16","-2","16"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-07","0.21","0.5","12.0","23","12","19"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-08","0.62","1.0","13.0","33","19","22"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-09","0.04","0.0","13.0","27","17","22"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-10","0.17","1.0","15.0","25","20","25"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-11","0.84","3.0","18.0","29","24","28"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-12","0.35","3.0","21.0","28","14","14"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-13","0.36","3.0","24.0","24","14","23"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-14","0.30","5.0","30.0","23","-2","2"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-15","0.08","0.5","28.0","8","-5","7"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-16","0.00","0.0","27.0","19","4","18"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-17","0.17","0.5","29.0","19","3","3"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-18","0.00","0.0","29.0","16","-1","16"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-19","0.00","0.0","29.0","23","13","23"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-20","0.21","3.5","31.0","23","-20","-20"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-21","0.00","0.0","31.0","8","-23","6"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-22","0.02","0.0","30.0","29","5","29"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-23","0.62","0.0","29.0","39","29","39"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-24","1.04","0.0","25.0","42","2","3"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-25","0.00","0.0","25.0","5","-1","0"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-26","0.04","0.5","25.0","12","-4","6"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-27","0.27","3.0","29.0","7","-9","-8"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-28","0.10","1.5","30.0","9","-12","8"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-29","0.10","0.8","30.0","17","7","16"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-30","0.01","0.0","30.0","26","11","17"
"USC00435416","MOUNT MANSFIELD, VT US","2004-12-31","0.33","0.0","29.0","32","15","32"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-01","0.19","0.0","28.0","36","14","14"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-02","0.15","0.0","28.0","24","4","20"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-03","0.34","0.0","28.0","32","20","23"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-04","0.00","0.0","28.0","26","17","17"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-05","0.05","0.5","28.0","18","0","0"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-06","0.23","1.0","30.0","15","-1","12"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-07","0.31","2.5","36.0","25","4","9"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-08","0.17","3.0","36.0","21","8","20"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-09","0.08","0.0","36.0","20","10","15"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-10","0.12","0.5","35.0","22","13","17"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-11","0.08","1.0","36.0","17","-4","10"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-12","0.08","0.5","36.0","17","6","17"
"USC00435416","MOUNT MANSFIELD, VT US","2005-01-13","0.11","0.0","35.0","45","17","43"
