"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-05","0.9"," 1055"," 1159","0.0",,,"18.9","27.8","10.0",,"   30","  360","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-06","3.3"," 1552"," 1547","0.0",,,"20.6","26.1","15.0",,"  210","  230","6.7","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-07","3.8"," 1635"," 1510","0.0",,,"22.8","28.3","17.2",,"  330","  240","6.7","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-08","2.5"," 1445"," 1452","0.0",,,"18.9","25.0","12.8",,"   10","  360","6.3","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-09","0.9"," 1612"," 1605","2.3",,,"20.6","30.0","11.1",,"  200","  200","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-10","1.7"," 1204"," 1210","1.5",,,"22.8","27.8","17.2",,"  210","  220","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-11","0.8"," 1208"," 1622","0.0",,,"25.0","31.7","17.8",,"  310","  240","4.0","5.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-12","1.1"," 1511"," 1511","2.3",,,"26.1","31.1","20.6",,"  310","  300","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-13","0.8"," 1140"," 1139","0.0",,,"25.0","29.4","20.6",,"  300","  300","5.4","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-14","1.3"," 1609"," 1606","11.4",,,"20.0","24.4","15.0",,"  330","  340","6.3","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-15","2.2"," 1421"," 1421","7.1",,,"13.3","15.6","11.1",,"  190","  190","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-16","1.9"," 1309"," 0056","9.1",,,"12.8","14.4","10.6",,"  200","  220","4.5","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-17","0.8"," 1833"," 1334","10.4",,,"14.4","17.2","11.7",,"   10","  200","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-18","2.6"," 1449"," 1448","4.8",,,"15.0","17.2","12.2",,"  340","  350","7.2","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-19","1.4"," 1807"," 1533","0.0",,,"16.1","22.2","10.0",,"  340","  300","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-20","0.9"," 1330"," 1436","0.0",,,"17.8","26.7","8.3",,"  190","  200","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-21","1.7"," 1835"," 1128","0.0",,,"19.4","28.3","10.6",,"  320","  210","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-22","3.0"," 1342"," 1351","4.1",,,"13.9","20.0","7.2",,"  340","  350","8.0","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-23","0.9"," 1348"," 1347","0.0",,,"13.9","23.3","3.9",,"  190","  210","5.8","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-24","2.6"," 1630"," 1219","0.0",,,"19.4","28.9","10.0",,"  200","  210","6.3","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-25","2.3"," 0020"," 1153","0.0",,,"26.1","33.9","18.3",,"  200","  190","6.7","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-26","1.3"," 1225"," 1223","0.0",,,"25.0","31.7","18.3",,"  350","   10","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-27","1.4"," 1721"," 1613","0.0",,,"25.0","33.3","16.1",,"  190","  150","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-28","1.3"," 1710"," 1538","0.0",,,"25.6","32.2","18.9",,"  200","  210","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-29","1.3"," 1622"," 1547","1.0",,,"23.3","27.2","18.9",,"  210","  210","4.0","5.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-06-30","1.0"," 2238"," 2235","0.0",,,"25.0","30.6","19.4",,"  200","  210","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-01","2.6"," 1551"," 1551","0.8",,,"24.4","29.4","19.4",,"  170","  160","6.7","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-02","2.8"," 0401"," 0400","1.3",,,"16.1","21.7","10.0",,"  320","  310","7.6","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-03","1.6"," 1344"," 1446","0.0",,,"17.8","27.2","7.8",,"  190","  260","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-04","1.8"," 1501"," 1406","0.0",,,"20.6","29.4","11.1",,"  200","  210","5.8","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-05","1.7"," 1531"," 1533","16.5",,,"22.2","28.9","15.6",,"  350","  360","9.8","12.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-06","1.7"," 0952"," 0947","0.5",,,"19.4","22.8","15.6",,"   10","  360","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-07","0.7"," 1457"," 1450","0.3",,,"20.6","25.0","16.1",,"  360","   20","3.1","4.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-08","0.7"," 1221"," 1233","0.8",,,"19.4","22.8","15.6",,"  150","  160","4.0","5.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-09","1.1"," 2345"," 1420","50.0",,,"16.1","17.2","15.0",,"  340","  320","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-10","2.1"," 1953"," 1954","1.5",,,"22.2","30.0","13.9",,"  300","  310","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-11","2.1"," 1409"," 1414","0.0",,,"23.3","30.6","15.6",,"  340","  360","7.6","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-12","0.4"," 1845"," 1448","0.0",,,"22.2","31.1","12.8",,"  330","   20","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-13","0.9"," 1330"," 1318","0.0",,,"22.2","29.4","14.4",,"  260","  250","6.7","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-14","1.3"," 2120"," 2117","0.5",,,"23.9","28.9","18.3",,"  360","  360","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-15","0.8"," 1726"," 1140","0.3",,,"21.7","29.4","13.9",,"   40","  360","4.0","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-16","0.5"," 1830"," 1829","4.8",,,"21.7","31.1","11.7",,"   10","   20","4.0","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-17","1.5"," 1413"," 1416","0.0",,,"25.0","29.4","20.6",,"  210","  260","4.5","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-18","1.3"," 1141"," 1138","0.0",,,"26.7","30.6","22.2",,"  200","  190","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-19","1.4"," 1417"," 1312","4.3",,,"25.0","31.1","18.9",,"  300","  270","6.7","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-20","1.9"," 1548"," 0928","0.0",,,"21.7","27.8","15.0",,"  330","  310","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-21","0.6"," 1403"," 1356","0.3",,,"22.2","30.0","13.9",,"  300","  310","4.5","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-22","0.9"," 1321"," 1321","2.5",,,"22.2","28.3","16.1",,"  310","  310","7.2","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-23","2.0"," 1432"," 1631","0.3",,,"18.3","24.4","11.7",,"  300","  320","7.2","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-24","1.2"," 1046"," 1445","0.0",,,"17.2","25.6","8.9",,"  360","  310","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-25","1.5"," 1430"," 1428","0.0",,,"22.2","28.9","15.6",,"  300","  300","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-26","1.0"," 1030"," 1345","5.3",,,"21.7","30.0","13.3",,"  190","  180","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-27","2.1"," 1240"," 1238","24.4",,,"19.4","22.8","15.6",,"  330","  340","6.3","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-28","0.8"," 0040"," 1601","0.0",,,"17.8","24.4","11.1",,"  320","  260","3.6","4.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-29","1.2"," 1600"," 1543","1.3",,,"18.9","26.1","11.1",,"  340","  350","6.7","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-30","1.4"," 1205"," 1333","0.0",,,"17.8","24.4","11.1",,"  340","  330","6.3","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-07-31","1.1"," 1106"," 1714","0.0",,,"17.2","23.9","10.6",,"  190","  150","4.0","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-01","1.6"," 1718",,"2.0",,,,"27.2","16.7",,"  350","  350","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-02","1.5"," 1745",,"1.5",,,,"28.9","17.2",,"  360","   20","6.3","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-03","1.5"," 1556",,"0.3",,,,"28.3","13.3",,"  350","  350","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-04","0.8"," 1657",,"0.0",,,,"31.1","12.2",,"  160","  130","4.0","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-05","1.8"," 1359",,"1.8",,,,"28.9","15.0",,"  310","  300","8.0","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-06","0.8"," 1532",,"0.0",,,,"26.1","11.1",,"  360","  360","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-07","0.9"," 1322",,"0.0",,,,"28.9","8.9",,"  220","  210","4.0","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-08","0.8"," 1312",,"0.0",,,,"31.1","10.6",,"  190","  220","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-09","1.5"," 1541",,"0.0",,,,"31.1","15.0",,"  200","  210","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-10","1.6"," 1949",,"0.0",,,,"31.7","17.8",,"  350","  360","5.4","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-11","1.9"," 1242",,"0.3",,,,"27.8","16.1",,"  330","  300","6.3","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-12","0.6"," 1229",,"0.0",,,,"27.2","15.6",,"  200","  210","3.6","5.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-13","2.3"," 1120",,"0.0",,,,"30.0","17.2",,"  310","  310","6.7","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-14","0.3"," 1249",,"0.0",,,,"19.4","15.6",,"   80","   80","3.1","3.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-15","0.4"," 1339",,"10.7",,,,"27.2","14.4",,"   20","   30","3.1","4.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-16","1.3"," 1417",,"0.8",,,,"28.3","13.3",,"  210","  190","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-17","2.1"," 1628",,"0.3",,,,"23.9","8.9",,"  330","  330","7.2","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-18","1.4"," 1159",,"0.0",,,,"21.1","6.1",,"  360","   10","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-19","1.9"," 2051",,"0.0",,,,"24.4","6.7",,"  170","  160","5.4","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-20","2.5"," 0522",,"0.0",,,,"21.1","16.7",,"  190","  200","7.6","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-21","1.6"," 1517",,"12.7",,,,"28.3","15.6",,"  300","  310","8.9","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-22","1.5"," 1209",,"4.1",,,,"22.2","10.6",,"  320","  300","8.0","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-23","1.1"," 1447",,"0.3",,,,"20.6","8.9",,"  350","  340","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-24","1.6"," 1440",,"0.3",,,,"20.0","10.0",,"  340","  330","6.3","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-25","1.4"," 1550",,"0.3",,,,"25.6","8.9",,"  300","  300","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-26","0.7"," 1311",,"0.0",,,,"27.8","7.8",,"   30","  100","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-27","1.9"," 1251",,"0.0",,,,"28.3","9.4",,"  190","  130","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-28","1.0"," 1517",,"6.9",,,,"24.4","14.4",,"  200","  210","7.2","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-29","0.2"," 1150",,"0.0",,,,"26.1","15.0",,"  190","  190","3.1","3.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-30","0.9"," 1359",,"2.0",,,,"25.0","18.9",,"  160","  140","4.0","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-08-31","2.3"," 1046",,"55.4",,,,"26.1","18.9",,"  160","  150","7.6","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-01","1.6"," 0712",,"0.0",,,,"25.6","14.4",,"  330","  310","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-02","2.1"," 1839",,"0.0",,,,"26.7","12.8",,"  330","  340","8.9","13.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-03","1.9"," 1449",,"0.0",,,,"23.3","12.8",,"  310","  310","5.8","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-04","1.7"," 1446",,"0.8",,,,"20.0","7.8",,"  340","  350","5.8","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-05","0.8"," 1625",,"0.0",,,,"23.3","6.7",,"  350","   10","3.6","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-06","0.3"," 1409",,"0.3",,,,"26.1","8.3",,"  340","  340","3.1","3.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-07","1.0"," 1457",,"0.0",,,,"26.1","9.4",,"  200","  200","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-08","1.8"," 1506",,"6.6",,,,"26.7","11.7",,"  340","  340","8.0","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-09","1.4"," 1417",,"0.0",,,,"21.1","8.9",,"  320","  320","6.7","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-10","1.1"," 1437",,"0.3",,,,"17.8","4.4",,"  330","  340","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-11","1.3"," 1601",,"0.0",,,,"22.8","2.8",,"  200","  200","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-12","2.1"," 1121",,"0.0",,,,"28.3","15.6",,"  300","  250","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-13","1.0"," 1519",,"0.0",,,,"30.0","15.6",,"  200","  190","4.0","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-14","1.6"," 1237",,"0.0",,,,"30.0","13.3",,"  200","  190","7.6","10.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-15","0.5"," 1600",,"3.8",,,,"23.9","16.1",,"  350","  350","3.6","4.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-16","0.6"," 1321",,"5.1",,,,"21.7","16.1",,"  200","  200","3.1","3.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-17","0.8"," 1800",,"14.7",,,,"22.2","16.7",,"   10","  360","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-18","1.2"," 1002",,"0.3",,,,"17.2","10.6",,"  320","  310","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-19","0.6"," 1217",,"0.3",,,,"24.4","10.0",,"  300","  300","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-20","2.5"," 1156",,"8.1",,,,"23.9","13.3",,"  200","  210","8.0","10.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-21","1.7"," 1047",,"0.0",,,,"25.0","10.0",,"  200","  300","8.0","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-22","1.6"," 1155",,"0.0",,,,"26.7","8.3",,"  200","  190","9.4","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-23","2.5"," 0814",,"2.3",,,,"21.1","6.1",,"  320","  350","8.0","11.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-24","0.3"," 1127",,"0.0",,,,"17.8","1.7",,"  340","  350","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-25","1.5"," 1855",,"0.3",,,,"17.8","2.2",,"  200","  220","5.4","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-26","2.9"," 2205",,"23.6",,,,"20.0","13.3",,"  310","  310","9.4","11.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-27","2.7"," 0918",,"0.0",,,,"17.8","3.9",,"  350","  350","7.6","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-28","2.4"," 2014",,"0.0",,,,"21.7","3.9",,"  180","  210","6.7","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-29","4.7"," 0958",,"7.4",,,,"18.9","8.3",,"  190","  200","13.0","18.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-09-30","1.2"," 0016",,"0.0",,,,"13.3","2.8",,"  300","  310","6.3","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-01","1.4"," 1240",,"0.0",,,,"21.7","1.1",,"  210","  210","6.3","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-02","0.1"," 0720",,"0.0",,,,"25.0","4.4",,"  190","  200","2.7","2.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-03","1.0"," 1451",,"0.0",,,,"26.1","7.2",,"  200","  210","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-04","0.4"," 1321",,"0.0",,,,,,,"  190","  190","2.7","3.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-05","0.8"," 1410",,"0.0",,,,,,,"  200","  230","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-06","1.5"," 1502",,"0.0",,,,"26.7","10.0",,"  190","  190","6.7","9.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-07","3.7"," 1300",,"10.2",,,,"26.1","11.1",,"  200","  210","9.4","12.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-08","2.7"," 1618",,"32.5",,,,"11.1","6.7",,"  360","  350","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-09","1.5"," 1358",,"1.3",,,,"12.2","6.7",,"  340","  360","4.5","5.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-10","0.4"," 2359",,"0.3",,,,"15.0","9.4",,"   30","   40","2.2","3.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-11","1.5"," 1302",,"0.5",,,,"15.0","8.3",,"  360","   10","4.5","6.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-12","1.0"," 1453",,"0.0",,,,"16.7","6.1",,"  200","  190","4.0","5.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-13","0.4"," 1818",,"0.5",,,,"11.7","6.7",,"  180","  200","3.1","3.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-14","0.7"," 1028",,"16.0",,,,"15.6","10.6",,"  200","  190","3.1","3.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-15","1.6"," 2133",,"18.3",,,,"14.4","10.0",,"  300","  300","9.4","14.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-16","6.7"," 1655",,"26.7",,,,"10.0","8.3",,"  300","  300","13.0","20.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-17","3.9"," 0328",,"3.8",,,,"8.9","6.7",,"  310","  290","9.8","13.4",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-18","1.6"," 1841",,"8.1",,,,"11.7","6.7",,"  300","  310","5.4","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-19","2.6",,,,,,,,,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-20","2.1"," 1435",,"0.0",,,,"8.9","-0.6",,"  300","  290","6.7","8.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-21","1.3"," 1246",,"0.0",,,,"9.4","-2.8",,"  290","  310","6.3","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-22","0.8"," 2357",,"6.1",,,,"10.6","-3.9",,"   20","   20","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-23","0.3"," 1634",,"2.5",,,,"3.9","0.0",,"  190","  170","2.2","2.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-24","0.5"," 2149",,"0.3",,,,"8.3","2.2",,"   20","   20","3.6","4.5",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-25","3.4"," 2147",,"35.3",,,,"5.6","0.6",,"  360","  360","6.3","8.9",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-26","4.0"," 0944",,"2.8",,,,"3.9","0.6",,"  340","  350","7.6","10.3",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-27","1.4"," 0632",,"0.0",,,,"3.3","0.6",,"  310","  300","5.8","7.2",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-28","0.2"," 1233",,"0.0",,,,"3.9","0.0",,"  200","  190","3.1","3.1",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-29","1.7"," 1347",,"0.0",,,,"7.2","-2.8",,"  350","  360","6.7","9.8",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-30","0.5"," 1305",,"0.0",,,,"14.4","-3.3",,"  190","  190","5.8","6.7",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-10-31","0.7"," 1351",,"0.0",,,,"16.1","-1.7",,"  200","  200","4.5","7.6",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-11-01","2.2"," 1808",,"2.5",,,,"20.6","7.2",,"  310","  300","8.9","13.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-11-02","3.1"," 1012",,"0.5",,,,"7.8","1.7",,"  320","  320","8.0","13.0",,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","2005-11-03","2.9"," 2137",,"0.0",,,,"16.7","-1.1",,"  310","  310","8.0","13.4",,,,,,
